transaction_id,client_id,created_at,completed_at,payout_country,currency,amount,status,client_fee,direct_cost,failure_reason
TX00021708,CL0180,2025-06-27 17:17:49,2025-06-27 17:51:57,United States,USD,218.18,completed,10.55,5.11,
TX00021709,CL0452,2025-06-27 17:18:19,2025-06-27 20:44:34,United States,USD,563.27,completed,17.02,6.6,
TX00021710,CL0479,2025-06-27 17:18:44,2025-06-27 20:10:42,Spain,EUR,174.86,completed,11.83,4.82,
TX00021711,CL0361,2025-06-27 17:22:07,2025-06-27 23:41:22,France,EUR,154.92,completed,8.85,4.76,
TX00021712,CL0394,2025-06-27 17:22:47,2025-06-27 20:58:17,United Kingdom,GBP,306.48,completed,12.87,4.56,
TX00021713,CL0168,2025-06-27 17:23:20,2025-06-28 04:00:40,Poland,PLN,612.32,completed,37.06,18.18,
TX00021714,CL0202,2025-06-27 17:24:07,2025-06-28 18:07:19,Poland,PLN,6360.93,completed,114.97,65.22,
TX00021715,CL0325,2025-06-27 17:25:17,2025-06-28 07:58:10,United States,USD,215.98,completed,13.43,4.56,
TX00021716,CL0455,2025-06-27 17:25:57,,Singapore,SGD,6058.29,failed,0.0,3.81,Bank rejected
TX00021717,CL0122,2025-06-27 17:28:09,2025-06-27 22:02:32,United States,USD,1892.55,completed,32.46,11.56,
TX00021718,CL0008,2025-06-27 17:28:10,2025-06-27 20:26:29,Germany,EUR,3280.63,completed,57.06,20.41,
TX00021719,CL0169,2025-06-27 17:28:11,2025-06-27 18:48:36,United States,USD,652.9,completed,25.42,6.12,
TX00021720,CL0394,2025-06-27 17:29:25,2025-06-27 19:24:42,United Kingdom,GBP,201.83,completed,8.87,3.92,
TX00021721,CL0470,2025-06-27 17:29:28,2025-06-27 19:55:44,United States,USD,629.71,completed,45.95,6.0,
TX00021722,CL0024,2025-06-27 17:29:43,2025-06-28 02:01:26,Singapore,SGD,734.25,completed,35.58,11.63,
TX00021723,CL0353,2025-06-27 17:30:59,2025-06-28 14:20:12,Germany,EUR,742.78,completed,14.02,7.22,
TX00021724,CL0484,2025-06-27 17:31:14,2025-06-28 01:47:13,United States,USD,252.21,completed,18.91,4.29,
TX00021725,CL0275,2025-06-27 17:31:15,2025-06-28 05:46:34,Netherlands,EUR,261.25,completed,15.92,4.33,
TX00021726,CL0455,2025-06-27 17:31:19,2025-06-28 09:37:09,Estonia,EUR,2218.75,completed,50.8,14.83,
TX00021727,CL0208,2025-06-27 17:31:45,2025-06-27 19:36:58,United States,USD,2168.53,completed,66.74,12.25,
TX00021728,CL0486,2025-06-27 17:32:07,2025-06-28 10:48:30,UAE,AED,4353.98,completed,121.27,53.32,
TX00021729,CL0338,2025-06-27 17:32:19,2025-06-28 07:51:25,United Kingdom,GBP,108.84,completed,5.55,3.64,
TX00021730,CL0142,2025-06-27 17:32:55,2025-06-27 18:30:42,United States,USD,754.4,completed,50.64,7.17,
TX00021731,CL0373,2025-06-27 17:33:07,2025-06-27 23:56:51,United States,USD,369.99,completed,22.44,4.62,
TX00021732,CL0117,2025-06-27 17:33:39,2025-06-27 22:53:16,Poland,PLN,2160.65,completed,80.61,36.26,
TX00021733,CL0245,2025-06-27 17:34:31,2025-06-28 01:09:45,UAE,AED,260.01,completed,11.47,14.59,
TX00021734,CL0205,2025-06-27 17:35:24,2025-06-28 09:35:07,Singapore,SGD,301.56,completed,19.04,6.85,
TX00021735,CL0461,2025-06-27 17:36:46,2025-06-27 21:12:25,United States,USD,126.96,completed,6.72,3.46,
TX00021736,CL0026,2025-06-27 17:37:43,2025-06-27 19:14:57,Spain,EUR,1345.18,completed,26.02,9.57,
TX00021737,CL0394,2025-06-27 17:40:04,2025-06-28 04:42:50,Poland,PLN,506.84,completed,21.38,19.85,
TX00021738,CL0142,2025-06-27 17:41:23,2025-06-27 19:42:03,Estonia,EUR,315.31,completed,20.99,5.07,
TX00021739,CL0452,2025-06-27 17:41:53,2025-06-27 22:45:21,United States,USD,278.33,completed,7.99,4.84,
TX00021740,CL0394,2025-06-27 17:42:15,2025-06-28 10:37:14,Poland,PLN,945.58,completed,39.8,24.27,
TX00021741,CL0062,2025-06-27 17:42:51,2025-06-27 22:34:57,France,EUR,1646.32,completed,49.18,12.66,
TX00021742,CL0401,2025-06-27 17:46:23,2025-06-29 18:39:12,Poland,PLN,1453.88,completed,88.46,30.01,
TX00021743,CL0398,2025-06-27 17:46:29,2025-06-28 01:34:22,UAE,AED,3471.75,completed,140.91,41.59,
TX00021744,CL0484,2025-06-27 17:48:05,2025-06-28 15:20:51,United States,USD,459.41,completed,34.34,5.11,
TX00021745,CL0329,2025-06-27 17:48:25,2025-06-28 02:18:06,Canada,CAD,377.17,completed,23.91,7.58,
TX00021746,CL0500,2025-06-27 17:48:44,2025-06-27 21:27:39,Canada,CAD,578.91,completed,35.05,9.61,
TX00021747,CL0322,2025-06-27 17:49:23,2025-06-27 21:57:49,United Kingdom,GBP,79.73,completed,2.64,2.72,
TX00021748,CL0275,2025-06-27 17:49:41,2025-06-28 02:52:57,Netherlands,EUR,45.19,completed,2.84,3.83,
TX00021749,CL0278,2025-06-27 17:49:48,2025-06-27 18:29:43,Canada,CAD,80.25,completed,4.26,6.44,
TX00021750,CL0205,2025-06-27 17:50:56,2025-06-28 08:06:44,Singapore,SGD,233.47,completed,14.58,6.73,
TX00021751,CL0224,2025-06-27 17:51:42,2025-06-28 01:23:43,United States,USD,85.33,completed,5.21,4.31,
TX00021752,CL0455,2025-06-27 17:51:46,2025-06-28 04:36:14,Spain,EUR,1137.92,completed,25.16,10.62,
TX00021753,CL0431,2025-06-27 17:53:17,2025-06-28 03:53:04,United States,USD,305.83,completed,20.06,5.16,
TX00021754,CL0208,2025-06-27 17:53:19,2025-06-27 18:48:39,United States,USD,3792.23,completed,114.8,19.53,
TX00021755,CL0364,2025-06-27 17:53:25,2025-06-30 05:53:25,United States,USD,458.04,completed,28.01,5.6,
TX00021756,CL0323,2025-06-27 17:55:42,2025-06-28 04:05:02,Cyprus,EUR,138.25,completed,9.09,3.83,
TX00021757,CL0123,2025-06-27 18:00:30,2025-06-28 03:41:44,Poland,PLN,745.22,completed,44.61,20.51,
TX00021758,CL0122,2025-06-27 18:00:33,2025-06-28 05:44:13,United States,USD,2294.39,completed,39.88,13.32,
TX00021759,CL0380,2025-06-27 18:03:47,2025-06-27 22:12:09,United Kingdom,GBP,1241.68,completed,41.32,10.26,
TX00021760,CL0394,2025-06-27 18:03:54,2025-06-28 04:35:37,Poland,PLN,958.53,completed,39.22,26.4,
TX00021761,CL0024,2025-06-27 18:05:45,2025-06-28 19:57:25,Germany,EUR,233.68,completed,11.74,4.59,
TX00021762,CL0353,2025-06-27 18:08:13,2025-06-28 00:16:03,United Kingdom,GBP,942.98,completed,17.51,8.83,
TX00021763,CL0122,2025-06-27 18:09:33,2025-06-28 05:27:55,United States,USD,2284.57,completed,38.93,13.59,
TX00021764,CL0373,2025-06-27 18:09:44,2025-06-27 20:32:00,United Kingdom,GBP,164.23,completed,9.42,3.81,
TX00021765,CL0455,2025-06-27 18:10:56,2025-06-28 02:16:34,Singapore,SGD,769.34,completed,17.88,11.19,
TX00021766,CL0168,2025-06-27 18:11:25,2025-06-28 11:53:35,Poland,PLN,1012.08,completed,60.57,21.17,
TX00021767,CL0380,2025-06-27 18:12:32,2025-06-28 06:52:18,United Kingdom,GBP,1484.77,completed,48.84,10.22,
TX00021768,CL0241,2025-06-27 18:12:43,2025-06-28 07:00:16,Poland,PLN,5862.19,completed,115.28,66.68,
TX00021769,CL0024,2025-06-27 18:13:08,2025-06-27 21:06:05,Cyprus,EUR,346.45,completed,16.64,5.06,
TX00021770,CL0122,2025-06-27 18:15:23,2025-06-28 12:14:43,Poland,PLN,33143.72,completed,582.2,297.02,
TX00021771,CL0073,2025-06-27 18:17:28,2025-06-27 20:18:41,United States,USD,688.65,completed,32.31,5.72,
TX00021772,CL0488,2025-06-27 18:17:31,2025-06-27 18:50:34,United States,USD,59.37,completed,3.15,3.65,
TX00021773,CL0479,2025-06-27 18:18:15,2025-06-27 20:07:51,Netherlands,EUR,648.28,completed,43.11,6.57,
TX00021774,CL0373,2025-06-27 18:19:15,2025-06-27 20:16:47,United Kingdom,GBP,306.8,completed,17.72,4.44,
TX00021775,CL0452,2025-06-27 18:20:12,2025-06-28 05:03:49,United States,USD,1022.58,completed,31.53,8.16,
TX00021776,CL0096,2025-06-27 18:20:21,2025-06-27 19:05:00,United States,USD,1198.0,completed,35.68,10.3,
TX00021777,CL0024,2025-06-27 18:21:03,2025-06-28 02:57:37,Singapore,SGD,624.9,completed,29.58,9.94,
TX00021778,CL0117,2025-06-27 18:21:36,2025-06-28 09:38:24,United Kingdom,GBP,2806.53,completed,99.01,18.35,
TX00021779,CL0452,2025-06-27 18:21:59,2025-06-27 20:56:41,United States,USD,1032.77,completed,32.39,7.82,
TX00021780,CL0123,2025-06-27 18:22:00,2025-06-28 06:25:02,Poland,PLN,1004.56,completed,61.93,24.09,
TX00021781,CL0245,2025-06-27 18:23:26,2025-06-28 07:39:18,UAE,AED,568.86,completed,25.37,17.57,
TX00021782,CL0278,2025-06-27 18:23:26,2025-06-28 03:55:51,Canada,CAD,346.13,completed,18.33,7.48,
TX00021783,CL0373,2025-06-27 18:23:45,2025-06-27 19:53:16,United States,USD,320.91,completed,17.97,5.44,
TX00021784,CL0398,2025-06-27 18:23:51,2025-06-28 04:48:17,United States,USD,3443.24,completed,148.26,20.73,
TX00021785,CL0394,2025-06-27 18:24:30,2025-06-28 07:28:59,United Kingdom,GBP,240.77,completed,10.06,4.28,
TX00021786,CL0117,2025-06-27 18:25:04,2025-06-28 17:08:22,Poland,PLN,7445.66,completed,277.72,79.67,
TX00021787,CL0087,2025-06-27 18:25:49,2025-06-28 12:56:57,Singapore,SGD,883.34,completed,54.89,11.87,
TX00021788,CL0219,2025-06-27 18:27:18,2025-06-27 22:19:47,Canada,CAD,477.94,completed,29.08,8.17,
TX00021789,CL0024,2025-06-27 18:27:33,2025-06-28 10:48:42,Singapore,SGD,921.55,completed,46.19,11.4,
TX00021790,CL0008,2025-06-27 18:28:51,2025-06-28 00:11:18,United States,USD,2236.49,completed,38.11,14.93,
TX00021791,CL0162,2025-06-27 18:29:28,2025-06-28 09:10:41,Cyprus,EUR,1396.71,completed,45.17,11.1,
TX00021792,CL0484,2025-06-27 18:30:15,2025-06-28 13:21:08,United States,USD,216.13,completed,15.12,4.27,
TX00021793,CL0484,2025-06-27 18:31:36,2025-06-27 19:56:16,United States,USD,244.48,completed,17.78,4.62,
TX00021794,CL0205,2025-06-27 18:33:44,2025-06-28 05:51:30,Singapore,SGD,159.28,completed,9.94,6.17,
TX00021795,CL0394,2025-06-27 18:35:37,2025-06-28 04:54:34,United Kingdom,GBP,477.17,completed,21.01,5.82,
TX00021796,CL0162,2025-06-27 18:38:09,2025-06-28 10:05:39,Netherlands,EUR,1176.74,completed,36.64,9.28,
TX00021797,CL0024,2025-06-27 18:40:17,2025-06-27 22:09:58,Estonia,EUR,696.76,completed,33.91,6.89,
TX00021798,CL0364,2025-06-27 18:43:04,,Singapore,SGD,817.41,failed,0.0,0.0,Compliance review
TX00021799,CL0364,2025-06-27 18:43:53,2025-06-28 00:05:06,Singapore,SGD,664.9,completed,40.55,10.89,
TX00021800,CL0322,2025-06-27 18:44:17,2025-06-27 21:09:11,United Kingdom,GBP,1200.44,completed,41.82,8.98,
TX00021801,CL0162,2025-06-27 18:45:39,2025-06-29 03:08:10,Spain,EUR,1651.24,completed,49.07,11.94,
TX00021802,CL0162,2025-06-27 18:47:56,2025-06-27 19:22:43,France,EUR,1306.93,completed,39.7,8.89,
TX00021803,CL0452,2025-06-27 18:48:22,2025-06-27 20:59:29,United States,USD,365.13,completed,11.3,4.94,
TX00021804,CL0122,2025-06-27 18:48:54,2025-06-28 18:21:50,Poland,PLN,15027.54,completed,277.49,148.54,
TX00021805,CL0208,2025-06-27 18:49:06,2025-06-28 03:51:05,United States,USD,2028.36,completed,65.16,11.46,
TX00021806,CL0335,2025-06-27 18:49:58,2025-06-27 23:07:42,United States,USD,1154.71,completed,72.02,8.82,
TX00021807,CL0378,2025-06-27 18:51:17,2025-06-28 01:46:12,United Kingdom,GBP,520.84,completed,14.6,5.78,
TX00021808,CL0252,2025-06-27 18:52:23,2025-06-28 00:48:53,United States,USD,144.03,completed,10.05,4.64,
TX00021809,CL0205,2025-06-27 18:53:49,2025-06-28 08:54:08,Singapore,SGD,516.06,completed,31.98,10.5,
TX00021810,CL0062,2025-06-27 18:54:32,2025-06-28 01:44:14,France,EUR,652.22,completed,19.9,6.3,
TX00021811,CL0142,2025-06-27 18:54:36,2025-06-27 22:12:25,United States,USD,899.86,completed,59.68,7.23,
TX00021812,CL0475,2025-06-27 18:54:41,2025-06-27 21:11:57,Spain,EUR,300.16,completed,13.4,5.79,
TX00021813,CL0117,2025-06-27 18:58:02,2025-06-28 04:59:05,Poland,PLN,3530.16,completed,128.85,42.78,
TX00021814,CL0168,2025-06-27 19:04:20,2025-06-28 17:34:31,Poland,PLN,1438.42,completed,83.09,29.31,
TX00021815,CL0073,2025-06-27 19:13:59,2025-06-27 22:53:57,United States,USD,527.9,completed,23.88,5.97,
TX00021816,CL0201,2025-06-27 19:16:29,2025-06-27 22:07:15,United States,USD,307.54,completed,13.42,4.98,
TX00021817,CL0152,2025-06-27 19:29:32,2025-06-28 12:22:13,Singapore,SGD,390.26,completed,20.96,9.11,
TX00021818,CL0275,2025-06-27 19:38:22,2025-06-28 08:22:14,Germany,EUR,231.34,completed,14.49,4.86,
TX00021819,CL0308,2025-06-27 19:41:06,2025-06-28 01:59:39,United States,USD,578.14,completed,41.29,6.29,
TX00021820,CL0026,2025-06-27 19:41:39,,United States,USD,1562.6,failed,0.0,2.55,Bank rejected
TX00021821,CL0082,2025-06-27 19:50:03,2025-06-27 21:57:02,United States,USD,283.33,completed,12.51,4.47,
TX00021822,CL0308,2025-06-27 19:55:52,2025-06-27 20:43:23,United States,USD,530.62,completed,37.58,5.24,
TX00021823,CL0275,2025-06-27 20:03:36,2025-06-28 18:06:22,Estonia,EUR,501.72,completed,31.48,5.87,
TX00021824,CL0241,2025-06-27 20:08:08,2025-06-27 23:10:04,United States,USD,1405.85,completed,26.63,9.21,
TX00021825,CL0308,2025-06-27 20:27:35,2025-06-28 01:43:19,United Kingdom,GBP,374.68,completed,27.8,5.17,
TX00021826,CL0373,2025-06-27 20:28:33,2025-06-27 21:53:02,United Kingdom,GBP,180.5,completed,10.16,3.49,
TX00021827,CL0486,2025-06-27 20:32:39,2025-06-28 09:44:07,UAE,AED,15010.33,completed,415.55,136.77,
TX00021828,CL0062,2025-06-27 20:32:51,2025-06-28 04:22:30,Poland,PLN,4720.39,completed,150.34,59.49,
TX00021829,CL0169,2025-06-27 20:44:48,2025-06-27 21:47:56,United States,USD,277.64,completed,10.72,4.51,
TX00021830,CL0008,2025-06-27 21:12:20,2025-06-27 23:43:57,United States,USD,3143.1,completed,58.71,20.3,
TX00021831,CL0380,2025-06-27 21:31:26,2025-06-28 02:14:06,United Kingdom,GBP,1909.61,completed,61.93,12.27,
TX00021832,CL0364,2025-06-27 21:36:34,2025-06-28 04:22:16,Singapore,SGD,1195.57,completed,74.75,13.55,
TX00021833,CL0394,2025-06-27 21:47:44,2025-06-28 13:30:36,Poland,PLN,431.22,completed,18.03,20.18,
TX00021834,CL0452,2025-06-27 22:07:01,2025-06-28 03:08:29,United States,USD,1107.58,completed,32.26,8.27,
TX00021835,CL0180,2025-06-27 22:09:34,2025-06-27 22:47:54,United States,USD,503.66,completed,22.88,5.48,
TX00021836,CL0142,2025-06-27 22:18:20,2025-06-28 00:58:11,Estonia,EUR,624.68,completed,44.8,7.1,
TX00021837,CL0008,2025-06-27 22:19:00,2025-06-28 04:17:39,United States,USD,2484.65,completed,44.28,15.03,
TX00021838,CL0475,2025-06-27 22:30:22,2025-06-28 00:49:17,France,EUR,206.63,completed,9.82,4.14,
TX00021839,CL0082,2025-06-27 22:38:52,2025-06-28 02:22:49,United States,USD,266.61,completed,11.59,4.4,
TX00021840,CL0394,2025-06-27 23:00:57,2025-06-28 04:36:50,Poland,PLN,712.32,completed,31.83,21.93,
TX00021841,CL0361,2025-06-27 23:05:17,2025-06-28 12:14:17,Netherlands,EUR,355.06,completed,21.85,4.86,
TX00021842,CL0479,2025-06-27 23:12:27,2025-06-28 03:31:22,Cyprus,EUR,380.18,completed,24.96,5.43,
TX00021843,CL0123,2025-06-27 23:13:38,2025-06-28 18:50:38,UAE,AED,850.17,completed,51.33,22.08,
TX00021844,CL0162,2025-06-27 23:30:23,2025-06-28 04:31:51,Netherlands,EUR,1209.2,completed,36.15,9.89,
TX00021845,CL0306,2025-06-27 23:38:32,2025-06-28 07:28:12,United States,USD,567.22,completed,31.68,5.97,
TX00021846,CL0208,2025-06-27 23:52:13,2025-06-28 09:27:33,United States,USD,772.66,completed,24.84,7.15,
TX00021847,CL0373,2025-06-27 23:54:33,2025-06-28 03:43:19,United States,USD,777.8,completed,47.29,6.69,
TX00021848,CL0240,2025-06-28 00:41:09,2025-06-28 17:38:53,United Kingdom,GBP,591.95,completed,23.21,5.97,
TX00021849,CL0169,2025-06-28 01:32:16,2025-06-28 07:33:51,United States,USD,562.6,completed,20.5,6.14,
TX00021850,CL0043,2025-06-28 02:05:23,2025-06-28 06:26:32,France,EUR,2171.42,completed,62.96,13.58,
TX00021851,CL0380,2025-06-28 02:19:23,2025-06-28 06:32:32,United Kingdom,GBP,524.93,completed,16.68,5.79,
TX00021852,CL0142,2025-06-28 02:25:39,2025-06-28 07:00:57,Cyprus,EUR,459.53,completed,31.12,5.35,
TX00021853,CL0379,2025-06-28 08:21:25,2025-06-29 07:30:15,United States,USD,143.51,completed,9.15,4.21,
TX00021854,CL0479,2025-06-28 08:29:13,2025-06-28 15:46:28,Netherlands,EUR,373.11,completed,23.91,5.87,
TX00021855,CL0500,2025-06-28 08:32:20,,Canada,CAD,1246.66,failed,0.0,0.0,Bank rejected
TX00021856,CL0484,2025-06-28 08:42:53,2025-06-28 11:49:28,Canada,CAD,404.37,completed,30.23,7.55,
TX00021857,CL0308,2025-06-28 08:59:42,2025-06-29 08:35:40,UAE,AED,2514.37,completed,191.02,35.9,
TX00021858,CL0024,2025-06-28 09:05:27,2025-06-28 14:34:37,Netherlands,EUR,380.98,completed,19.39,5.01,
TX00021859,CL0169,2025-06-28 09:06:40,2025-06-28 12:05:52,United States,USD,1058.16,completed,41.09,7.24,
TX00021860,CL0401,2025-06-28 09:07:32,2025-06-29 05:15:02,Poland,PLN,1456.39,completed,92.72,28.38,
TX00021861,CL0492,2025-06-28 09:12:28,2025-06-28 15:12:28,Germany,EUR,203.95,completed,9.76,4.9,
TX00021862,CL0347,2025-06-28 09:21:25,2025-06-28 21:39:27,United Kingdom,GBP,331.09,completed,15.34,4.79,
TX00021863,CL0152,2025-06-28 09:28:16,2025-06-29 04:00:05,Singapore,SGD,193.6,completed,9.55,5.91,
TX00021864,CL0208,2025-06-28 09:50:12,2025-06-28 11:20:35,United States,USD,1806.71,completed,55.41,12.12,
TX00021865,CL0479,2025-06-28 10:00:51,2025-06-28 20:28:56,Cyprus,EUR,757.37,completed,48.96,7.27,
TX00021866,CL0479,2025-06-28 10:03:38,2025-06-28 16:23:20,Spain,EUR,725.2,completed,49.02,7.5,
TX00021867,CL0205,2025-06-28 10:09:31,2025-06-29 06:23:44,Singapore,SGD,238.81,completed,15.03,6.67,
TX00021868,CL0373,2025-06-28 10:29:13,2025-06-28 13:37:54,United States,USD,261.05,completed,15.52,4.28,
TX00021869,CL0364,2025-06-28 10:33:19,2025-06-29 03:32:31,Singapore,SGD,445.49,completed,27.9,8.28,
TX00021870,CL0096,2025-06-28 11:30:44,2025-06-29 00:39:28,United States,USD,962.67,completed,28.77,8.27,
TX00021871,CL0486,2025-06-28 11:37:31,2025-06-29 09:08:16,UAE,AED,2006.97,completed,54.25,30.65,
TX00021872,CL0373,2025-06-28 11:43:05,2025-06-28 21:29:54,United States,USD,753.03,completed,43.98,7.48,
TX00021873,CL0162,2025-06-28 11:46:44,2025-06-28 15:38:18,France,EUR,949.05,completed,30.82,8.84,
TX00021874,CL0056,2025-06-28 11:47:49,2025-06-28 15:22:54,United Kingdom,GBP,107.72,completed,4.66,3.15,
TX00021875,CL0205,2025-06-28 12:04:09,2025-06-28 22:47:22,Singapore,SGD,343.83,completed,22.36,8.52,
TX00021876,CL0245,2025-06-28 12:05:38,2025-06-28 23:07:07,UAE,AED,791.35,completed,35.3,23.0,
TX00021877,CL0250,2025-06-28 12:09:26,2025-06-28 14:40:50,United States,USD,432.83,completed,22.17,6.0,
TX00021878,CL0373,2025-06-28 12:14:14,2025-06-28 19:40:26,United States,USD,323.66,completed,18.32,5.35,
TX00021879,CL0431,2025-06-28 12:18:13,2025-06-29 04:18:32,United States,USD,119.74,completed,8.16,3.57,
TX00021880,CL0410,2025-06-28 12:24:33,2025-06-28 13:20:25,United States,USD,817.34,completed,22.19,7.65,
TX00021881,CL0455,2025-06-28 12:32:32,2025-06-30 03:30:22,Singapore,SGD,2441.43,completed,55.83,24.71,
TX00021882,CL0168,2025-06-28 12:40:53,2025-06-30 00:38:34,Poland,PLN,1336.84,completed,78.29,25.97,
TX00021883,CL0479,2025-06-28 12:44:56,2025-06-28 16:09:58,Cyprus,EUR,708.35,completed,46.63,7.28,
TX00021884,CL0380,2025-06-28 13:03:37,2025-06-28 18:51:55,United Kingdom,GBP,1493.33,completed,49.29,12.33,
TX00021885,CL0024,2025-06-28 13:26:32,2025-06-28 15:40:12,Germany,EUR,300.65,completed,14.53,4.71,
TX00021886,CL0024,2025-06-28 13:29:43,2025-06-29 12:57:00,Netherlands,EUR,416.32,completed,20.06,5.45,
TX00021887,CL0024,2025-06-28 13:35:02,2025-06-29 16:41:08,Netherlands,EUR,425.77,completed,21.49,5.9,
TX00021888,CL0379,2025-06-28 13:36:11,2025-06-28 14:29:58,United States,USD,197.1,completed,12.67,3.68,
TX00021889,CL0394,2025-06-28 13:39:41,2025-06-28 15:58:13,United Kingdom,GBP,146.54,completed,6.53,3.66,
TX00021890,CL0431,2025-06-28 13:45:09,2025-06-28 18:10:29,United States,USD,155.46,completed,10.61,4.7,
TX00021891,CL0024,2025-06-28 13:51:59,2025-06-28 22:58:53,Singapore,SGD,1040.6,completed,52.23,14.14,
TX00021892,CL0364,2025-06-28 13:57:32,2025-06-28 16:03:21,United States,USD,717.38,completed,45.71,6.51,
TX00021893,CL0292,2025-06-28 14:00:36,2025-06-28 19:25:02,United Kingdom,GBP,768.33,completed,23.49,7.18,
TX00021894,CL0189,2025-06-28 14:02:40,2025-06-29 05:05:45,United States,USD,214.94,completed,8.4,4.1,
TX00021895,CL0486,2025-06-28 14:16:35,2025-06-28 22:48:28,UAE,AED,4882.28,completed,135.64,50.02,
TX00021896,CL0452,2025-06-28 14:27:15,2025-06-28 19:44:44,United States,USD,1203.71,completed,36.7,9.41,
TX00021897,CL0394,2025-06-28 14:30:54,2025-06-29 14:35:54,Poland,PLN,787.66,completed,33.11,23.02,
TX00021898,CL0452,2025-06-28 14:41:51,2025-06-28 17:14:27,United States,USD,543.54,completed,16.92,5.45,
TX00021899,CL0379,2025-06-28 14:52:16,2025-06-28 20:03:27,United States,USD,187.54,completed,11.89,4.07,
TX00021900,CL0169,2025-06-28 14:58:13,2025-06-28 21:03:20,United States,USD,314.19,completed,12.24,4.52,
TX00021901,CL0484,2025-06-28 14:58:16,2025-06-28 18:57:05,Canada,CAD,510.97,completed,36.7,8.34,
TX00021902,CL0162,2025-06-28 15:26:49,2025-06-28 16:52:51,Cyprus,EUR,1075.26,completed,33.01,8.97,
TX00021903,CL0205,2025-06-28 15:31:30,2025-06-29 06:09:06,Singapore,SGD,138.74,completed,8.67,5.41,
TX00021904,CL0252,2025-06-28 15:33:24,2025-06-29 10:57:38,Cyprus,EUR,509.33,completed,35.37,6.55,
TX00021905,CL0373,2025-06-28 15:42:55,2025-06-28 23:21:06,United States,USD,262.47,completed,15.86,5.29,
TX00021906,CL0308,2025-06-28 15:55:44,,UAE,AED,1464.99,failed,0.0,0.0,Bank rejected
TX00021907,CL0308,2025-06-28 16:04:46,2025-06-29 02:19:16,United States,USD,757.12,completed,58.09,7.12,
TX00021908,CL0364,2025-06-28 16:05:23,2025-06-28 23:56:49,United States,USD,777.56,completed,50.65,7.87,
TX00021909,CL0024,2025-06-28 16:05:34,2025-06-29 02:02:44,Singapore,SGD,459.17,completed,21.91,8.31,
TX00021910,CL0361,2025-06-28 16:20:44,2025-06-28 18:08:33,Germany,EUR,114.76,completed,6.87,3.85,
TX00021911,CL0379,2025-06-28 16:28:10,2025-06-28 23:27:33,United States,USD,216.11,completed,14.02,4.48,
TX00021912,CL0364,2025-06-28 16:29:30,2025-06-29 07:26:52,Singapore,SGD,866.29,completed,56.81,12.87,
TX00021913,CL0308,2025-06-28 16:31:59,2025-06-28 19:59:59,United Kingdom,GBP,244.42,completed,17.87,3.57,
TX00021914,CL0123,2025-06-28 16:36:35,2025-06-29 02:05:26,Poland,PLN,1185.07,completed,74.29,24.86,
TX00021915,CL0479,2025-06-28 16:37:33,2025-06-28 18:17:41,Spain,EUR,249.59,completed,16.57,4.41,
TX00021916,CL0431,2025-06-28 16:45:16,2025-06-28 21:32:16,United States,USD,250.06,completed,15.95,4.01,
TX00021917,CL0226,2025-06-28 16:54:50,2025-06-28 21:45:14,Netherlands,EUR,541.51,completed,28.0,7.24,
TX00021918,CL0123,2025-06-28 17:07:50,2025-06-29 03:57:55,UAE,AED,1110.95,completed,70.29,21.1,
TX00021919,CL0488,2025-06-28 17:28:03,2025-06-29 00:59:28,United States,USD,228.43,completed,12.61,5.08,
TX00021920,CL0455,2025-06-28 17:29:19,2025-06-28 22:09:49,Germany,EUR,1048.02,completed,22.86,9.21,
TX00021921,CL0169,2025-06-28 17:31:11,2025-06-28 21:25:13,United States,USD,1351.26,completed,52.31,8.32,
TX00021922,CL0201,2025-06-28 17:51:49,2025-06-28 18:29:47,United States,USD,222.11,completed,9.52,4.1,
TX00021923,CL0123,2025-06-28 17:54:53,2025-06-29 03:29:21,Poland,PLN,656.3,completed,40.57,19.23,
TX00021924,CL0455,2025-06-28 18:07:41,2025-06-28 22:34:37,Cyprus,EUR,1206.06,completed,27.08,9.37,
TX00021925,CL0338,2025-06-28 18:15:01,2025-06-28 19:54:24,United Kingdom,GBP,189.79,completed,9.91,4.23,
TX00021925,CL0338,2025-06-28 18:15:01,2025-06-28 19:54:24,United Kingdom,GBP,189.79,completed,9.91,4.23,
TX00021926,CL0479,2025-06-28 18:28:13,2025-06-29 02:15:55,Estonia,EUR,840.28,completed,52.64,7.33,
TX00021927,CL0180,2025-06-28 19:24:18,2025-06-28 22:49:58,Canada,CAD,367.18,completed,18.1,7.57,
TX00021928,CL0008,2025-06-28 20:59:12,2025-06-28 21:59:11,United States,USD,2795.98,completed,49.89,14.5,
TX00021929,CL0224,2025-06-28 22:51:30,2025-06-29 03:18:08,Estonia,EUR,110.23,completed,6.97,3.87,
TX00021930,CL0326,2025-06-28 23:48:50,2025-06-29 12:39:03,United Kingdom,GBP,434.73,completed,18.94,5.14,
TX00021931,CL0486,2025-06-29 03:16:15,2025-06-29 17:20:47,UAE,AED,4727.02,completed,136.28,58.95,
TX00021932,CL0123,2025-06-29 08:00:22,2025-06-29 19:47:09,Poland,PLN,1295.04,completed,79.16,29.19,
TX00021933,CL0043,2025-06-29 08:13:48,2025-06-29 20:31:43,Spain,EUR,656.76,completed,19.81,6.33,
TX00021934,CL0169,2025-06-29 08:15:33,2025-06-29 10:53:37,United States,USD,628.4,completed,23.84,6.46,
